=== 蕾娜 (len) 剧情配音文本 ===
共计 2466 句台词

[len006_002] きゃああああぁぁぁぁっ！？
[len421_007] コマ！
[len421_008] 今のは、女神様が言ったみたいですね
[len421_009] おー、なんだか、二人の言葉が……わたしの国の言葉で伝わってきますね
[len421_010] はい、けど本当はもっと偉そうな感じの、命令調で話してる感じではないですか？
[len421_011] ……
[len421_012] マサオミっ
[len421_013] マサオミも剣道の特訓、お疲れ様です
[len421_014] こっちももう少しで交代ですから、先に部屋で待ってて欲しいです
[len421_015] はい、最初は大変でしたけど慣れました
[len421_016] 私などマダマダですが、女将の仕込みがいいのでありますよ？
[len421_017] はい？……あっ
[len421_018] え、えへへへへ
[len421_019] す……すぐ終わらせますから、少しだけ待ってて欲しいですね？
[len421_020] すぐ終わらせますからー
[len421_021] すぐ終わらせますからー、すぐー
[len421_022] ……えへへへへへ、ヒャッホ
[len421_023] そうですよ！夢の中では、お姉さんの方が立場も上のようでしたし
[len421_024] あの女神様を見つけ出せば、祟りをやめてもらうよう頼めるかもしれないですねっ
[len421_025] ヨシノ？
[len421_026] それは……そうかもしれませんが
[len421_027] 調べてみるだけの価値はあるのではないですか？
[len421_028] そんな、ムラサメちゃんまでですか！
[len421_029] でしたら、土地神様も頼めば手助けしてくれるのではないですか？
[len421_030] そ、それは、わからないではないですか？
[len421_031] ううっ、それは…………はい……
[len421_032] ……っ
[len421_033] だったら、ヨシノ達にも聞いてもらった方がいいのではないですか？
[len421_034] 夢の中では難しい石の名前がたくさん出てきましたが、ダイリセキという言葉はなかった気がしますよ
[len421_035] 女神様が金髪なのも、そのせいでしたよね？
[len421_036] でしたら、や、やっぱり！
[len421_037] お待たせしましたっ、マサオミ！
[len421_038] マサオミ、愛してますよ……ちゅっ
[len421_039] ふふふ、本当ですかぁ？
[len421_040] そうじゃないですけど、だったらぁ……もっと態度で表して欲しいです
[len421_042] ……ふふふ、では……今度はわたしからも、態度で表してみますね？
[len421_044] ふぅ～……えへへ、これくらいにしないと離れたくなくなっちゃいますね
[len421_045] それとも、マサオミも……わたしと離れたくない気持ちでしたか？
[len421_046] ん？……ひょっとしてマサオミ、なにか考え事でしたか？
[len421_047] 今、ちょっと目を逸らしましたね？なんとなく、迷ってる感じがしましたから
[len421_048] ふふふ、大好きな人のことはなんでもわかってしまうのですよ
[len421_049] さあさあ、悩みがあるなら白状してください
[len421_050] 恋人同士、秘密があるのはよくないことですからね？
[len421_051] ……駒川先生、まだ帰って来ないんでしたね
[len421_053] わたし達は、外から来たからこそ考えすぎずに済むところがあると思いますよ
[len421_054] 勘違いや失敗はあっても、恥じゃないですね
[len421_055] つまり、ヨシノやマコにできないことも、わたし達にはできるかもしれないですよ
[len421_056] それに、わたしはあの夢は本当のことだと思いますね！
[len421_057] マサオミと２人で見ることですから、意味があるに決まっていますよっ
[len421_058] 人間が嫌いというコマも、わたしにはそんなに悪い子とは思えません
[len421_059] はい！仲直りできるケンカは、仲良しの証拠です
[len421_060] そうですよ、下手の考えヤスデに似たりです
[len421_061] 休む……休む……はいっ、覚えましたね
[len421_062] えへへへ、もっとやって欲しいです
[len421_063] うふふふふふ、頭ぽふぽふは、いっぱい甘えたくなっちゃいますねー
[len421_064] ……そうですねぇ
[len421_065] 最後に夢を見たのは、お泊まり会のときですよね？
[len421_066] さ……さあ、そ、それは試してみないとわからないですが
[len421_067] …………は、はい、ですが
[len421_068] そ、そうですが…………
[len421_069] だって、その
[len421_070] 今度は……みんなは、いないですよね？
[len421_071] わたしとマサオミの、二人っきりで……お泊まり会することになりますよ？
[len421_072] ……マサオミ？
[len421_073] わかってます……マサオミが、そういうことあんまり積極的じゃないこと、知ってます
[len421_074] むぅーー
[len421_076] むっ……むぅ、もうマサオミ！　わたし、怒ってる顔のつもりですよ？
[len421_077] だってそれは……マサオミが、わたしのこと大切にしたいなんて言うからです
[len421_078] ……むぅーーっ、だからそういうことではないのですが
[len421_079] ……っ
[len421_080] それって、なんでもしてくれるって意味ですか？
[len421_081] だったら……
[len421_082] デートして、欲しいですね
[len421_083] …………それなら、一緒に寝てあげてもいいですよ
[len421_084] 嫌でしたか？
[len421_085] ……はい
[len421_086] マサオミになら、いきなり押し倒されるのも……いいかもしれませぬが
[len421_087] わたしは、その……初めてですから、ちゃ、ちゃんと段取りを踏んで……優しく、して欲しいですね
