=== mur (mur) 剧情配音文本 ===
共计 3300 句台词

[mur001_001] ふむ。お主が、吾輩のご主人か？
[mur309_041] 毎日、何をしておった？どんな生活をしていた？
[mur309_043] ……そうか
[mur309_044] ご主人は、穂織に来る前はそういう生活を送っていたのか
[mur309_045] ……怠惰でも良いではないか
[mur309_046] それは、何より平和であったことの証だ
[mur309_047] 友が居て、両親がいて……何もいう事はないではないか
[mur309_048] そうか……
[mur309_049] すぐ入る。茉子、すまんな
[mur309_050] では、湯殿へ行くか、ご主人
[mur309_051] う、うむ、そうだっ
[mur309_052] 何故、そんなに嫌がるのだっ
[mur309_053] ご、ご主人は吾輩の恋人ではなかったのか？！
[mur309_054] 吾輩に夜這いをしたではないか！アレは遊びだったのかっ？！
[mur309_055] だったら、良いではないか
[mur309_056] 吾輩は……もう一度、ご主人に直接触れられたい
[mur309_057] 温めて欲しいのだ……！
[mur309_058] ええい！そんなわざとらしいボケで逃げられると思うな！
[mur309_059] ほれ、キリキリと準備せい！
[mur309_060] これぐらいで騒ぐなご主人！腰履きはこの黒いのが良いか？
[mur309_061] おお。。っ、温い温い！
[mur309_062] ご、ご主人、何をもじもじしておる
[mur309_063] そんな風にされては、吾輩まで恥ずかしくなってくるではないか……！
[mur309_064] わかった、吾輩の背中を流すのだ、ご主人
[mur309_065] 気持ちいい！
[mur309_066] あっ、んっ、あっ……
[mur309_067] はぁ、はぁ、んっ、あ……
[mur309_068] ど、どうした、ご主人……
[mur309_069] 手が止まっておるぞ……
[mur309_070] もっと、吾輩に近づいて――
[mur309_071] ご、ご主人……
[mur309_072] な、何を言っておる、ご主人
[mur309_073] 吾輩は安心したぞ
[mur309_074] 前に一緒に湯浴みをした時、てっきりご主人に求められるかと思っておったのに
[mur309_075] ご主人は何もしてこなかったではないか
[mur309_076] わ、吾輩は待っておったのにっ！
[mur309_077] ……では聞くが、あの時、ご主人は吾輩にムラムラしていたのか？
[mur309_078] あの時、ご主人は吾輩に欲情していたのか？
[mur309_079] あ……
[mur309_080] い、今の言葉と肩を撫でられた感触……
[mur309_081] そ、それだけで、吾輩……
[mur309_082] ううっ……、吾輩はご主人を見くびっておった……
[mur309_083] てくにしゃんだな、ご主人は……！
[mur309_085] ……ご主人、吾輩はもう完治した……
[mur309_086] だ、だから、もう良いのだぞ……？
[mur309_289] ……ああ、平気じゃ
[mur309_290] 後になって、少しは痛むかもしれんが……
[mur309_291] それでも、これでいい
[mur309_292] 生身で、好いた男に初めてを捧げられた……
[mur309_293] もう、これで、吾輩はこの先何があっても悔いはない……
[mur309_295] 洗い流さねばな、ご主人
[mur309_296] お休み、ご主人
[mur309_297] すー、すー……
[mur309_298] ご主人、眠れぬのか？
[mur309_299] 今、目が覚めたのだ
[mur309_300] ご主人からの視線を感じたせいかのう
[mur309_301] これでも、叢雨丸の管理者だからな、人の気配や視線には敏感なのだ
[mur309_302] 嘘じゃ、えっちぃことをするつもりであったのであろう
[mur309_303] ふっ、吾輩にはお見通しだぞ、ご主人
[mur309_304] 冗談じゃ
[mur309_305] 吾輩のご主人は、優しいからのう……
[mur309_306] 謙遜しなくともよい
[mur309_307] ご主人が、優しい男であったからこそ、叢雨丸は本来の力を発揮し祟り神の怒りは鎮まったのだ
[mur309_308] 吾輩や芳乃や、茉子を守ってくれた
[mur309_309] 命の危険すらあったのに、守ってくれた……
[mur309_310] そこには、何の打算もなかったであろう
[mur309_311] それだけで、吾輩は、ご主人を尊敬できるのだ
[mur309_312] ご主人
[mur309_313] ……ご主人の両親は健在なのか？
[mur309_314] 町おこしが一段落したら、帰るが良いご主人
[mur309_315] 穂織は知っての通り、やはり特殊な場所なのだ
[mur309_316] それに不便じゃ。財政も苦しいしのう
[mur309_317] 長い目で見れば、ここにご主人が留まることは、良いことではないのだ
[mur309_318] 何より
[mur309_319] ここには、ご主人の家族がおらん
[mur309_320] 吾輩にはわかるのだ、ご主人、これは吾輩の心からの忠告だ
[mur309_321] 家族を大切にせよ
[mur309_322] よく言うではないか
[mur309_323] 孝行したい時に、親はなしじゃ……
[mur309_324] お休み、ご主人
[mur309_325] すー、すー……
[mur310_001] ご主人、やっと起きたか
[mur310_002] 茉子が気を利かせてくれたのじゃ
[mur310_003] 以前と同じでざいんの服を探してくれた
[mur310_004] 前のも好きだが、こっちはやはりしっくりくるのう
[mur310_005] どうじゃ、ご主人
[mur310_006] む、何だ、ご主人
[mur310_007] 反応が悪いのう、前の服の方が好みであったか？
[mur310_008] そうであろう、そうであろう！
[mur310_009] ふっ、こっちの服の方が露出度が高いからな――
[mur310_010] ご主人は、絶対間違いなく何が何でもこっちが好きだと確信しておった！！
[mur310_011] ご主人、えっちなのは、いけないと思うのじゃ！
[mur310_012] 嘘を吐くでない
[mur310_013] 二回も連続であんなにたくさん精液を出せるはずがないっ！
[mur310_014] 二回も連続であんなにたくさん白濁液を出せるはずがないっ！
[mur310_015] むっ、そういうものなのか……？
[mur310_016] そうか、これが、俗に言う若さゆえの過ちというものなのだな！
[mur310_017] うむ、まるであつらえたようじゃ茉子
[mur310_018] 急ぐのだ、ご主人！
[mur310_019] 力加減がまだ難しいのだ
[mur310_020] ふぉうひたほふぁ、ふぁふぉ
[mur310_021] ――っくん、どうしたのだ、茉子
[mur310_022] うむ、体調はほぼ万全だ
[mur310_023] ふむ、身体自体は健康体なのだが
[mur310_024] 取り付いていて、まれに魂が抜けそうになるのだ
[mur310_025] たまに力を入れすぎると、ひょいと身体から分離しそうになる
[mur310_026] いや、それは違うぞ、ご主人
[mur310_027] 吾輩は未だ叢雨丸の管理者であることに変わりはない
[mur310_028] 今は叢雨丸でなく、自分の身体に『取り付いている』にすぎん
[mur310_029] ご主人達と吾輩は、まだ別の存在なのだ
[mur310_030] 人ではない
[mur310_031] ああ、案ずるでない
[mur310_032] 急な動きをしなければ、普通に行動はできる
[mur310_033] 町おこしの会議、吾輩も出るぞ
[mur310_034] ぱくぱく、はぐはぐっ！
[mur310_035] いかにも
[mur310_036] 小春、廉太郎、よろしく頼む
[mur310_037] 堅苦しいことは言わん、ご主人のようにムラサメちゃんでもいいぞ
[mur310_038] そうか、まあ無理にとは言わんが
[mur310_039] 廉太郎、吾輩のご主人がいつも世話になっておるのう
[mur310_040] 何故か吾輩のご主人は女の友人ばかり作るのだ
[mur310_041] クラスには男もいっぱいおるであろうに
[mur310_042] 吾輩は常々心配しておったのだ
[mur310_043] ご主人は実は、はぁれむを作ろうと画策しているのではないかと
[mur310_044] 吾輩の目の届かないところで、ご主人が暴走しそうになったらすぐに吾輩を呼んでくれ
[mur310_045] たちどころに、天誅を下す！
[mur310_046] うむ、頼りにしておるぞ、健太郎！
[mur310_047] おおっ！レナか
[mur310_048] 苦しゅうない、ちこう寄れ！
[mur310_049] ふふ、レナの身体は柔らかいのう……
[mur310_050] うむ、すまん
[mur310_051] つい、普通に皆と接するのが、嬉しくてな、もう良いぞ
[mur310_052] で、これ以外には案は浮かばなかったのか？
[mur310_053] ……今のを見たか、千太郎
[mur310_054] やはり、ご主人は着々とはぁれむ計画を……！
[mur310_055] まるで、えっちぃ少年漫画の主人公のようじゃ……！
[mur310_056] うう、腹が空いた……
[mur310_057] 人の身体というのは、いいことばかりではないのう……
[mur310_058] 昼食後のでざぁとも、楽しみなのだ！
[mur310_059] 行くぞ！ご主人
[mur310_060] お、おっと！
[mur310_061] ふう、危なかった……
[mur310_062] 今、一瞬、魂だけ前に飛び出しそうになったのだ
[mur310_063] ふむ……
[mur310_064] 平気だ。定着している
[mur310_065] やっぱりまだ力加減が難しいのう……
[mur310_066] は？それはみっともないではないか、ご主人
[mur310_067] 吾輩は赤子ではないのだぞ
[mur310_068] 大丈夫じゃ、もうそっと歩く
[mur310_069] 大地をしっかり踏みしめる。安心せい
[mur310_070] わかったわかった
[mur310_071] ……改めて感じてみると
[mur310_072] 地に足がつくというのは、何だかこそばゆいな、ご主人
[mur310_073] それに地に吾輩の影がある
[mur310_074] 太陽が、吾輩を照らしておる
[mur310_075] 不思議な感覚だ
[mur310_076] これが、生きるということなのか……
[mur310_077] 陽の光が温い……
[mur310_078] 生きるとは、温いのだ……
[mur310_079] 邪魔するのだ、芦花
[mur310_080] 左様、吾輩がムラサメだ
[mur310_081] いつも、お主の美味いぱふぇをいただいておる。それには感謝しておる
[mur310_082] それには感謝しておるが――
[mur310_083] うっ、そう面と向かって言われると照れるではないか……
[mur310_084] あ、姉か、芦花は姉なのか？ご主人
[mur310_085] はぁれむの対象ではないのか？！
[mur310_086] 思ってたより、深刻じゃな……
[mur310_087] 芦花よ、実は何も決まってないのだっ！
[mur310_088] そうなのだ！
[mur310_089] うむ、気持ちいいくらいまったく全然何も決まってない！
[mur310_090] 真っ白の白紙なのだっ！
[mur310_091] 言い方を変えても、真実は変わらんぞ、ご主人
[mur310_092] とにかく、何をやるかを早急に決めるのだ
[mur310_093] そうしないと、ここのぱふぇも食べられなくなってしまう
[mur310_094] 芦花、お主もいい案を出すのだ
[mur310_095] この店の存続は、お主の双肩にかかっておるのだぞ
[mur310_096] うむ、それに観る機会が増えることにより、希少価値が薄れる危険もある
[mur310_097] 得策とは言えんのう
[mur310_098] 芳乃、茉子、気をつけてな
[mur310_099] ご主人、芳乃があんなことまで言い出すとはのう
[mur310_100] うむ、今ここにいる者が中心で町おこしをするのが良かろう
[mur310_103] ご主人、まだやっておったのか
[mur310_104] そろそろ休んだらどうだ
[mur310_105] 明日もあるのだし、明日また考えれば良かろう
