=== yos (yos) 剧情配音文本 ===
共计 3208 句台词

[yos001_001] 初めまして、朝武芳乃です
[yos111_138] ぷぁっ、好き過ぎて本当に止められない……ちゅっちゅっ、くちゅくちゅ
[yos111_140] んんんっ、んん――んぱぁぁ
[yos111_142] いつものキスよりも、なんだか凄かったです
[yos111_143] 私も……また、自分が止められなくなってました……
[yos111_145] あっ、あのっ、明日のお昼もキスできませんから。その分を、今のうちにしておきませんか……？
[yos111_146] それじゃあ……はい、どうぞ
[yos112_001] ――ッ！？　どう、する……とは？
[yos112_002] 特に、そういった予定もありませんが……
[yos112_003] わかりました。それぐらいなら
[yos112_004] お父さん、私たちのことは本当に気にしないでいいから。神社のお仕事も大切なこと
[yos112_005] 現を抜かしていると思われるのも、それはそれで問題だから
[yos112_006] ごめんなさい、将臣さん。私、１人で決めてしまいました。話の流れもあって、つい……
[yos112_007] なるべく早く戻ってきますから
[yos112_008] なるべくです、なるべく。それで、帰ってきたら……その……
[yos112_009] 約束通り……セックス……しましょう、ね？
[yos112_010] ……ジー……
[yos112_011] ダメと言うわけではありませんが……
[yos112_012] んっ……ふふ。いってきます
[yos112_013] ただいま
[yos112_014] 滞りなく無事に終わりました。将臣さんの方こそ……どうしたんですか？
[yos112_015] 汗、びっしょりです
[yos112_016] 臭うということはありませんが
[yos112_017] そうだったんですか
[yos112_019] ……もしかして、気付かれたでしょうか？
[yos112_020] 。。。ッ……でもどうして、別に怪しげな行動はしてなかったはずなのに……
[yos112_021] ……ぅー……
[yos112_022] でも……今さらですね。気付かれたものは仕方ありません
[yos112_023] あっ、あの……いいですか？
[yos112_024] あの……将臣さん？
[yos112_025] いえ、そもそもそれは、私がお待たせしたせいですから
[yos112_026] でも、そういうことなら、私も先にお風呂に入っておきたい……です
[yos112_027] い、いえ、祈祷自体は激しく身体を動かすようなものではありません
[yos112_028] 私もお父さんも、汗をかくようなことはしていないんですが……
[yos112_029] 約束のことを、ずっと考えていたせいか……その、私、その、あの……
[yos112_031] で、でも……自分で思っている以上に恥ずかしい状態になっている可能性も、無きにしも非ず……
[yos112_032] い、いえ。将臣さんの方こそ、お先にどうぞ
[yos112_033] 私は、その……先に入ってしまうと、待っている間にまた、その……汚れてしまうかもしれませんから
[yos112_034] ……もしくは……その……
[yos112_035] ウチのお風呂、結構大きいですよね
[yos112_036] ふ、２人で入っても、十分な大きさ……ですよね
[yos112_037] それに、あの……その……色々と汚しちゃったりするじゃないですか
[yos112_038] 掃除したばかりの部屋を汚すのは、忍びない気もするじゃないですか
[yos112_039] なにか、言って下さい……
[yos112_040] はっ、はいっ！？
[yos112_041] ごごごごっ、ご迷惑で……ないなら……
[yos112_042] あっ……ま、また、こんなに硬くて、熱い……
[yos112_043] 我慢なんてしなくていいです。私が……将臣さんの身体を、綺麗にします……から
[yos112_044] 気にせずに、しましょう……約束の、セックス……
[yos112_045] その代わりと言うわけではありませんが、その、あの……
[yos112_046] 私が恥ずかしい状態になっていることも……どうか、許して下さい……
[yos113_001] はぁ……よかった、捨てたりしたんじゃなくて
[yos113_002] ――むぎゅっ
[yos113_003] ちょっ、ちょっと将臣さん、今はダメです。潰れちゃいます、から……
[yos113_004] これで、よし
[yos113_005] 私のお母さんです
[yos113_006] そうですね。私もそう思います。といってもこんな笑顔、私は直に見たことありませんが
[yos113_007] あっ、すみません。別に、暗い雰囲気にするつもりはなかったんですが
[yos113_009] でも……その必要は、もうありませんから
[yos113_010] きっとお父さんは、飾りたいと思っていたんです。せめて自分の側には置いておきたいって
[yos113_012] それに……お母さんも、こうした方が喜んでくれますよね？
[yos113_013] 枚数もそうなんですが、どれもいい表情をしていたので、どれを飾るべきか、考えていたんです
[yos113_015] ところで、将臣さん
[yos113_016] 今日はなにか予定はありますか？もしなければ、デートをして欲しいんです
[yos113_017] それって、どんな風に変わったって言われているんでしょうか？
[yos113_018] いいえ、平気です。それとも……私は聞かない方がいいような噂なんですか？
[yos113_019] 大丈夫です、その通りだと自分でも思っていますから
[yos113_020] 将臣さんと一緒にいられると、本当に幸せなんです
[yos113_021] やっぱり……みんなにも気付かれるぐらい、私は変わったんですね
[yos113_022] それだけ……今が幸せってことです。そう……とっても幸せ
[yos113_023] 将臣さん、このお店を出たら、一緒に行って欲しいところがあるんです
[yos113_024] いえ、そこまで時間はかかりません。慌ててお店を出る必要もありませんよ
[yos113_026] いえ、平気です。気にしないで下さい。私が１人でしたいんです
[yos113_028] 私なんかがお参りしても、またお母さんを悲しませるだけだと思っていたので
[yos113_029] 私は、これまでの分を謝らないといけません。だから今日は、１人で掃除をさせて欲しいんです
[yos113_030] 一緒に来てもらってごめんなさい
[yos113_032] ………。わかりました、よろしくお願いします
